HospitalID,HospitalName,State,City,Type,Beds,ICU_Beds,Ventilators,DoctorID,DoctorName,Specialization,ExperienceYears
H049,Hospital_49,Tamil Nadu,Hyderabad,Private,1170,156,60,D1290,Dr_Name_1290,Pulmonologist,16
H049,Hospital_49,Tamil Nadu,Hyderabad,Private,1170,156,60,D1308,Dr_Name_1308,General Physician,16
H049,Hospital_49,Tamil Nadu,Hyderabad,Private,1170,156,60,D1360,Dr_Name_1360,Gastroenterologist,18
H049,Hospital_49,Tamil Nadu,Hyderabad,Private,1170,156,60,D1457,Dr_Name_1457,Gastroenterologist,27
H049,Hospital_49,Tamil Nadu,Hyderabad,Private,1170,156,60,D1691,Dr_Name_1691,Oncologist,6
H049,Hospital_49,Tamil Nadu,Hyderabad,Private,1170,156,60,D1871,Dr_Name_1871,Pulmonologist,26
H049,Hospital_49,Tamil Nadu,Hyderabad,Private,1170,156,60,D1937,Dr_Name_1937,Gastroenterologist,1
H050,Hospital_50,Tamil Nadu,Bangalore,Government,1108,29,18,D0707,Dr_Name_707,General Physician,13
H050,Hospital_50,Tamil Nadu,Bangalore,Government,1108,29,18,D0784,Dr_Name_784,Oncologist,24
H050,Hospital_50,Tamil Nadu,Bangalore,Government,1108,29,18,D0953,Dr_Name_953,Cardiologist,5
H050,Hospital_50,Tamil Nadu,Bangalore,Government,1108,29,18,D1071,Dr_Name_1071,Neurologist,9
H050,Hospital_50,Tamil Nadu,Bangalore,Government,1108,29,18,D1295,Dr_Name_1295,General Physician,9
H050,Hospital_50,Tamil Nadu,Bangalore,Government,1108,29,18,D1371,Dr_Name_1371,Cardiologist,13
H050,Hospital_50,Tamil Nadu,Bangalore,Government,1108,29,18,D1765,Dr_Name_1765,Oncologist,25
H050,Hospital_50,Tamil Nadu,Bangalore,Government,1108,29,18,D1918,Dr_Name_1918,Pediatrician,16
H051,Hospital_51,Gujarat,Chennai,Government,193,194,32,D0105,Dr_Name_105,Gastroenterologist,1
H051,Hospital_51,Gujarat,Chennai,Government,193,194,32,D0233,Dr_Name_233,Pediatrician,1
H051,Hospital_51,Gujarat,Chennai,Government,193,194,32,D0348,Dr_Name_348,Neurologist,23
H051,Hospital_51,Gujarat,Chennai,Government,193,194,32,D0918,Dr_Name_918,Cardiologist,8
H051,Hospital_51,Gujarat,Chennai,Government,193,194,32,D1218,Dr_Name_1218,Cardiologist,23
H051,Hospital_51,Gujarat,Chennai,Government,193,194,32,D1671,Dr_Name_1671,Neurologist,7
H051,Hospital_51,Gujarat,Chennai,Government,193,194,32,D1927,Dr_Name_1927,Pediatrician,26
H052,Hospital_52,Tamil Nadu,Hyderabad,Government,1057,155,82,D0540,Dr_Name_540,Neurologist,27
H052,Hospital_52,Tamil Nadu,Hyderabad,Government,1057,155,82,D1086,Dr_Name_1086,Pulmonologist,17
H052,Hospital_52,Tamil Nadu,Hyderabad,Government,1057,155,82,D1229,Dr_Name_1229,Neurologist,13
H052,Hospital_52,Tamil Nadu,Hyderabad,Government,1057,155,82,D1559,Dr_Name_1559,General Physician,6
H052,Hospital_52,Tamil Nadu,Hyderabad,Government,1057,155,82,D1560,Dr_Name_1560,Neurologist,18
H052,Hospital_52,Tamil Nadu,Hyderabad,Government,1057,155,82,D1598,Dr_Name_1598,Oncologist,11
H052,Hospital_52,Tamil Nadu,Hyderabad,Government,1057,155,82,D1604,Dr_Name_1604,Neurologist,19
H053,Hospital_53,Karnataka,Mumbai,Government,1111,56,134,D0011,Dr_Name_11,Pediatrician,4
H053,Hospital_53,Karnataka,Mumbai,Government,1111,56,134,D0129,Dr_Name_129,Pulmonologist,7
H053,Hospital_53,Karnataka,Mumbai,Government,1111,56,134,D0281,Dr_Name_281,Orthopedic Surgeon,1
H053,Hospital_53,Karnataka,Mumbai,Government,1111,56,134,D0334,Dr_Name_334,Orthopedic Surgeon,9
H053,Hospital_53,Karnataka,Mumbai,Government,1111,56,134,D0779,Dr_Name_779,Orthopedic Surgeon,18
H053,Hospital_53,Karnataka,Mumbai,Government,1111,56,134,D0915,Dr_Name_915,Orthopedic Surgeon,5
H053,Hospital_53,Karnataka,Mumbai,Government,1111,56,134,D1123,Dr_Name_1123,Orthopedic Surgeon,18
H054,Hospital_54,Maharashtra,Kochi,Government,552,58,113,D0231,Dr_Name_231,Pulmonologist,28
H054,Hospital_54,Maharashtra,Kochi,Government,552,58,113,D0345,Dr_Name_345,Neurologist,23
H054,Hospital_54,Maharashtra,Kochi,Government,552,58,113,D0362,Dr_Name_362,Pediatrician,16
H054,Hospital_54,Maharashtra,Kochi,Government,552,58,113,D0547,Dr_Name_547,Oncologist,2
H054,Hospital_54,Maharashtra,Kochi,Government,552,58,113,D0559,Dr_Name_559,Orthopedic Surgeon,16
H054,Hospital_54,Maharashtra,Kochi,Government,552,58,113,D0839,Dr_Name_839,Cardiologist,4
H054,Hospital_54,Maharashtra,Kochi,Government,552,58,113,D1158,Dr_Name_1158,Pulmonologist,15
H054,Hospital_54,Maharashtra,Kochi,Government,552,58,113,D1266,Dr_Name_1266,General Physician,12
H054,Hospital_54,Maharashtra,Kochi,Government,552,58,113,D1484,Dr_Name_1484,General Physician,25
H054,Hospital_54,Maharashtra,Kochi,Government,552,58,113,D1492,Dr_Name_1492,Neurologist,19
H054,Hospital_54,Maharashtra,Kochi,Government,552,58,113,D1818,Dr_Name_1818,Oncologist,10
H054,Hospital_54,Maharashtra,Kochi,Government,552,58,113,D1841,Dr_Name_1841,Cardiologist,7
H055,Hospital_55,Gujarat,Hyderabad,Private,1327,23,18,D0123,Dr_Name_123,Gastroenterologist,13
H055,Hospital_55,Gujarat,Hyderabad,Private,1327,23,18,D0211,Dr_Name_211,Pediatrician,3
H055,Hospital_55,Gujarat,Hyderabad,Private,1327,23,18,D0220,Dr_Name_220,Orthopedic Surgeon,19
H055,Hospital_55,Gujarat,Hyderabad,Private,1327,23,18,D0250,Dr_Name_250,Orthopedic Surgeon,4
H055,Hospital_55,Gujarat,Hyderabad,Private,1327,23,18,D0364,Dr_Name_364,General Physician,13
H055,Hospital_55,Gujarat,Hyderabad,Private,1327,23,18,D0405,Dr_Name_405,Cardiologist,29
H055,Hospital_55,Gujarat,Hyderabad,Private,1327,23,18,D0477,Dr_Name_477,Pediatrician,12
H055,Hospital_55,Gujarat,Hyderabad,Private,1327,23,18,D0910,Dr_Name_910,General Physician,20
H055,Hospital_55,Gujarat,Hyderabad,Private,1327,23,18,D1103,Dr_Name_1103,Pediatrician,8
H055,Hospital_55,Gujarat,Hyderabad,Private,1327,23,18,D1396,Dr_Name_1396,Orthopedic Surgeon,27
H055,Hospital_55,Gujarat,Hyderabad,Private,1327,23,18,D1401,Dr_Name_1401,Gastroenterologist,28
H055,Hospital_55,Gujarat,Hyderabad,Private,1327,23,18,D1447,Dr_Name_1447,Cardiologist,6
H055,Hospital_55,Gujarat,Hyderabad,Private,1327,23,18,D1859,Dr_Name_1859,Orthopedic Surgeon,1
H056,Hospital_56,Maharashtra,Bangalore,Private,1011,152,60,D0369,Dr_Name_369,Pediatrician,2
H056,Hospital_56,Maharashtra,Bangalore,Private,1011,152,60,D0623,Dr_Name_623,Cardiologist,15
H056,Hospital_56,Maharashtra,Bangalore,Private,1011,152,60,D0926,Dr_Name_926,Cardiologist,8
H056,Hospital_56,Maharashtra,Bangalore,Private,1011,152,60,D1044,Dr_Name_1044,General Physician,3
H056,Hospital_56,Maharashtra,Bangalore,Private,1011,152,60,D1256,Dr_Name_1256,Cardiologist,16
H056,Hospital_56,Maharashtra,Bangalore,Private,1011,152,60,D1538,Dr_Name_1538,Gastroenterologist,22
H056,Hospital_56,Maharashtra,Bangalore,Private,1011,152,60,D1829,Dr_Name_1829,Gastroenterologist,2
H057,Hospital_57,Uttar Pradesh,Ahmedabad,Government,317,168,119,D0119,Dr_Name_119,Cardiologist,22
H057,Hospital_57,Uttar Pradesh,Ahmedabad,Government,317,168,119,D0132,Dr_Name_132,Pediatrician,4
H057,Hospital_57,Uttar Pradesh,Ahmedabad,Government,317,168,119,D0227,Dr_Name_227,General Physician,11
H057,Hospital_57,Uttar Pradesh,Ahmedabad,Government,317,168,119,D0328,Dr_Name_328,Pediatrician,7
H057,Hospital_57,Uttar Pradesh,Ahmedabad,Government,317,168,119,D0404,Dr_Name_404,Gastroenterologist,11
H057,Hospital_57,Uttar Pradesh,Ahmedabad,Government,317,168,119,D0552,Dr_Name_552,Pediatrician,25
H057,Hospital_57,Uttar Pradesh,Ahmedabad,Government,317,168,119,D1032,Dr_Name_1032,Cardiologist,4
H057,Hospital_57,Uttar Pradesh,Ahmedabad,Government,317,168,119,D1848,Dr_Name_1848,Oncologist,21
H057,Hospital_57,Uttar Pradesh,Ahmedabad,Government,317,168,119,D1896,Dr_Name_1896,Orthopedic Surgeon,10
H057,Hospital_57,Uttar Pradesh,Ahmedabad,Government,317,168,119,D1951,Dr_Name_1951,Cardiologist,5
H057,Hospital_57,Uttar Pradesh,Ahmedabad,Government,317,168,119,D1960,Dr_Name_1960,Neurologist,14
H058,Hospital_58,Telangana,Chennai,Government,573,10,11,D0653,Dr_Name_653,Pulmonologist,12
H058,Hospital_58,Telangana,Chennai,Government,573,10,11,D0724,Dr_Name_724,Orthopedic Surgeon,24
H058,Hospital_58,Telangana,Chennai,Government,573,10,11,D0760,Dr_Name_760,Neurologist,28
H058,Hospital_58,Telangana,Chennai,Government,573,10,11,D0892,Dr_Name_892,Oncologist,17
H058,Hospital_58,Telangana,Chennai,Government,573,10,11,D1375,Dr_Name_1375,Orthopedic Surgeon,24
H058,Hospital_58,Telangana,Chennai,Government,573,10,11,D1583,Dr_Name_1583,Neurologist,18
H058,Hospital_58,Telangana,Chennai,Government,573,10,11,D1628,Dr_Name_1628,Gastroenterologist,17
H058,Hospital_58,Telangana,Chennai,Government,573,10,11,D1663,Dr_Name_1663,Cardiologist,10
H058,Hospital_58,Telangana,Chennai,Government,573,10,11,D1817,Dr_Name_1817,Pediatrician,9
H058,Hospital_58,Telangana,Chennai,Government,573,10,11,D1879,Dr_Name_1879,Cardiologist,12
H059,Hospital_59,Karnataka,Noida,Private,531,126,7,D0290,Dr_Name_290,Orthopedic Surgeon,28
H059,Hospital_59,Karnataka,Noida,Private,531,126,7,D0421,Dr_Name_421,Cardiologist,13
H059,Hospital_59,Karnataka,Noida,Private,531,126,7,D0443,Dr_Name_443,General Physician,3
H059,Hospital_59,Karnataka,Noida,Private,531,126,7,D0542,Dr_Name_542,Oncologist,2
H059,Hospital_59,Karnataka,Noida,Private,531,126,7,D0635,Dr_Name_635,Oncologist,27
H059,Hospital_59,Karnataka,Noida,Private,531,126,7,D0636,Dr_Name_636,Neurologist,4
H059,Hospital_59,Karnataka,Noida,Private,531,126,7,D0928,Dr_Name_928,Neurologist,24
H059,Hospital_59,Karnataka,Noida,Private,531,126,7,D1062,Dr_Name_1062,Neurologist,3
H059,Hospital_59,Karnataka,Noida,Private,531,126,7,D1725,Dr_Name_1725,Pediatrician,4
H060,Hospital_60,Kerala,Bangalore,Private,440,63,115,D0091,Dr_Name_91,Cardiologist,27
H060,Hospital_60,Kerala,Bangalore,Private,440,63,115,D0610,Dr_Name_610,Orthopedic Surgeon,16
H060,Hospital_60,Kerala,Bangalore,Private,440,63,115,D0689,Dr_Name_689,Orthopedic Surgeon,29
H060,Hospital_60,Kerala,Bangalore,Private,440,63,115,D0775,Dr_Name_775,Gastroenterologist,14
H060,Hospital_60,Kerala,Bangalore,Private,440,63,115,D0792,Dr_Name_792,General Physician,27
H060,Hospital_60,Kerala,Bangalore,Private,440,63,115,D0993,Dr_Name_993,Pulmonologist,8
H060,Hospital_60,Kerala,Bangalore,Private,440,63,115,D1168,Dr_Name_1168,Orthopedic Surgeon,12
H060,Hospital_60,Kerala,Bangalore,Private,440,63,115,D1299,Dr_Name_1299,Pediatrician,15
H060,Hospital_60,Kerala,Bangalore,Private,440,63,115,D1361,Dr_Name_1361,General Physician,10
H060,Hospital_60,Kerala,Bangalore,Private,440,63,115,D1454,Dr_Name_1454,Neurologist,15
H060,Hospital_60,Kerala,Bangalore,Private,440,63,115,D1519,Dr_Name_1519,Oncologist,26
H060,Hospital_60,Kerala,Bangalore,Private,440,63,115,D1526,Dr_Name_1526,Oncologist,8
H060,Hospital_60,Kerala,Bangalore,Private,440,63,115,D1623,Dr_Name_1623,Oncologist,12
H060,Hospital_60,Kerala,Bangalore,Private,440,63,115,D1869,Dr_Name_1869,Orthopedic Surgeon,12
H060,Hospital_60,Kerala,Bangalore,Private,440,63,115,D1957,Dr_Name_1957,Pulmonologist,21
H061,Hospital_61,Karnataka,Hyderabad,Government,650,127,111,D0382,Dr_Name_382,Cardiologist,26
H061,Hospital_61,Karnataka,Hyderabad,Government,650,127,111,D0526,Dr_Name_526,Pulmonologist,19
H061,Hospital_61,Karnataka,Hyderabad,Government,650,127,111,D0566,Dr_Name_566,Neurologist,5
H061,Hospital_61,Karnataka,Hyderabad,Government,650,127,111,D0868,Dr_Name_868,General Physician,21
H061,Hospital_61,Karnataka,Hyderabad,Government,650,127,111,D1916,Dr_Name_1916,Pulmonologist,27
H062,Hospital_62,Gujarat,Chennai,Private,1412,12,22,D0186,Dr_Name_186,Oncologist,5
H062,Hospital_62,Gujarat,Chennai,Private,1412,12,22,D0408,Dr_Name_408,Gastroenterologist,1
H062,Hospital_62,Gujarat,Chennai,Private,1412,12,22,D0491,Dr_Name_491,Pediatrician,11
H062,Hospital_62,Gujarat,Chennai,Private,1412,12,22,D0536,Dr_Name_536,Cardiologist,20
H062,Hospital_62,Gujarat,Chennai,Private,1412,12,22,D0571,Dr_Name_571,Gastroenterologist,7
H062,Hospital_62,Gujarat,Chennai,Private,1412,12,22,D0618,Dr_Name_618,Orthopedic Surgeon,23
H062,Hospital_62,Gujarat,Chennai,Private,1412,12,22,D0883,Dr_Name_883,Pulmonologist,21
H062,Hospital_62,Gujarat,Chennai,Private,1412,12,22,D0885,Dr_Name_885,Pediatrician,20
H062,Hospital_62,Gujarat,Chennai,Private,1412,12,22,D0992,Dr_Name_992,Gastroenterologist,9
H062,Hospital_62,Gujarat,Chennai,Private,1412,12,22,D1568,Dr_Name_1568,Oncologist,11
H062,Hospital_62,Gujarat,Chennai,Private,1412,12,22,D1578,Dr_Name_1578,Gastroenterologist,4
H063,Hospital_63,Kerala,Kochi,Government,1377,153,42,D0006,Dr_Name_6,Pulmonologist,5
H063,Hospital_63,Kerala,Kochi,Government,1377,153,42,D0121,Dr_Name_121,Pulmonologist,2
H063,Hospital_63,Kerala,Kochi,Government,1377,153,42,D0137,Dr_Name_137,Neurologist,9
H063,Hospital_63,Kerala,Kochi,Government,1377,153,42,D0162,Dr_Name_162,Gastroenterologist,27
H063,Hospital_63,Kerala,Kochi,Government,1377,153,42,D0176,Dr_Name_176,Pulmonologist,7
H063,Hospital_63,Kerala,Kochi,Government,1377,153,42,D0206,Dr_Name_206,Orthopedic Surgeon,4
H063,Hospital_63,Kerala,Kochi,Government,1377,153,42,D0532,Dr_Name_532,Cardiologist,23
H063,Hospital_63,Kerala,Kochi,Government,1377,153,42,D0546,Dr_Name_546,Oncologist,28
H063,Hospital_63,Kerala,Kochi,Government,1377,153,42,D0687,Dr_Name_687,Orthopedic Surgeon,1
H063,Hospital_63,Kerala,Kochi,Government,1377,153,42,D0807,Dr_Name_807,Oncologist,22
H063,Hospital_63,Kerala,Kochi,Government,1377,153,42,D1132,Dr_Name_1132,General Physician,23
H063,Hospital_63,Kerala,Kochi,Government,1377,153,42,D1565,Dr_Name_1565,Cardiologist,7
H063,Hospital_63,Kerala,Kochi,Government,1377,153,42,D1872,Dr_Name_1872,Orthopedic Surgeon,11
H063,Hospital_63,Kerala,Kochi,Government,1377,153,42,D1892,Dr_Name_1892,General Physician,6
H064,Hospital_64,Telangana,Hyderabad,Private,456,194,119,D0343,Dr_Name_343,Pediatrician,5
H064,Hospital_64,Telangana,Hyderabad,Private,456,194,119,D0767,Dr_Name_767,Cardiologist,18
H064,Hospital_64,Telangana,Hyderabad,Private,456,194,119,D0813,Dr_Name_813,Oncologist,14
H064,Hospital_64,Telangana,Hyderabad,Private,456,194,119,D0817,Dr_Name_817,Neurologist,16
H064,Hospital_64,Telangana,Hyderabad,Private,456,194,119,D1033,Dr_Name_1033,Orthopedic Surgeon,28
H064,Hospital_64,Telangana,Hyderabad,Private,456,194,119,D1327,Dr_Name_1327,Pediatrician,6
H064,Hospital_64,Telangana,Hyderabad,Private,456,194,119,D1678,Dr_Name_1678,Cardiologist,18
H064,Hospital_64,Telangana,Hyderabad,Private,456,194,119,D1801,Dr_Name_1801,Oncologist,4
H064,Hospital_64,Telangana,Hyderabad,Private,456,194,119,D1935,Dr_Name_1935,Oncologist,28
H065,Hospital_65,Gujarat,Bangalore,Government,122,21,19,D0226,Dr_Name_226,Cardiologist,6
H065,Hospital_65,Gujarat,Bangalore,Government,122,21,19,D0502,Dr_Name_502,Pediatrician,6
H065,Hospital_65,Gujarat,Bangalore,Government,122,21,19,D1162,Dr_Name_1162,Neurologist,14
H065,Hospital_65,Gujarat,Bangalore,Government,122,21,19,D1419,Dr_Name_1419,Oncologist,15
H065,Hospital_65,Gujarat,Bangalore,Government,122,21,19,D1489,Dr_Name_1489,Cardiologist,12
H065,Hospital_65,Gujarat,Bangalore,Government,122,21,19,D1587,Dr_Name_1587,General Physician,9
H066,Hospital_66,Delhi,New Delhi,Private,621,83,123,D0040,Dr_Name_40,Orthopedic Surgeon,5
H066,Hospital_66,Delhi,New Delhi,Private,621,83,123,D0961,Dr_Name_961,Orthopedic Surgeon,16
H066,Hospital_66,Delhi,New Delhi,Private,621,83,123,D1004,Dr_Name_1004,Pediatrician,6
H066,Hospital_66,Delhi,New Delhi,Private,621,83,123,D1435,Dr_Name_1435,Neurologist,15
H066,Hospital_66,Delhi,New Delhi,Private,621,83,123,D1475,Dr_Name_1475,Orthopedic Surgeon,26
H066,Hospital_66,Delhi,New Delhi,Private,621,83,123,D1809,Dr_Name_1809,Gastroenterologist,22
H067,Hospital_67,Maharashtra,Mumbai,Government,1223,25,32,D0019,Dr_Name_19,Orthopedic Surgeon,14
H067,Hospital_67,Maharashtra,Mumbai,Government,1223,25,32,D0228,Dr_Name_228,Cardiologist,25
H067,Hospital_67,Maharashtra,Mumbai,Government,1223,25,32,D0232,Dr_Name_232,Pediatrician,28
H067,Hospital_67,Maharashtra,Mumbai,Government,1223,25,32,D0587,Dr_Name_587,Pediatrician,21
H067,Hospital_67,Maharashtra,Mumbai,Government,1223,25,32,D0622,Dr_Name_622,Orthopedic Surgeon,25
H067,Hospital_67,Maharashtra,Mumbai,Government,1223,25,32,D1332,Dr_Name_1332,General Physician,14
H067,Hospital_67,Maharashtra,Mumbai,Government,1223,25,32,D1372,Dr_Name_1372,Pulmonologist,21
H067,Hospital_67,Maharashtra,Mumbai,Government,1223,25,32,D1441,Dr_Name_1441,Cardiologist,17
H067,Hospital_67,Maharashtra,Mumbai,Government,1223,25,32,D1466,Dr_Name_1466,Cardiologist,22
H068,Hospital_68,Telangana,Noida,Private,901,111,43,D0060,Dr_Name_60,Pediatrician,2
H068,Hospital_68,Telangana,Noida,Private,901,111,43,D0094,Dr_Name_94,Orthopedic Surgeon,1
H068,Hospital_68,Telangana,Noida,Private,901,111,43,D0509,Dr_Name_509,Gastroenterologist,28
H068,Hospital_68,Telangana,Noida,Private,901,111,43,D0580,Dr_Name_580,Orthopedic Surgeon,23
H068,Hospital_68,Telangana,Noida,Private,901,111,43,D0696,Dr_Name_696,Orthopedic Surgeon,29
H068,Hospital_68,Telangana,Noida,Private,901,111,43,D1142,Dr_Name_1142,Gastroenterologist,21
H068,Hospital_68,Telangana,Noida,Private,901,111,43,D1220,Dr_Name_1220,Neurologist,19
H068,Hospital_68,Telangana,Noida,Private,901,111,43,D1294,Dr_Name_1294,Orthopedic Surgeon,12
H068,Hospital_68,Telangana,Noida,Private,901,111,43,D1342,Dr_Name_1342,Pediatrician,6
H068,Hospital_68,Telangana,Noida,Private,901,111,43,D1506,Dr_Name_1506,Pulmonologist,8
H068,Hospital_68,Telangana,Noida,Private,901,111,43,D1694,Dr_Name_1694,Pulmonologist,11
H069,Hospital_69,Maharashtra,Ahmedabad,Private,1303,161,21,D0072,Dr_Name_72,Pulmonologist,15
H069,Hospital_69,Maharashtra,Ahmedabad,Private,1303,161,21,D0368,Dr_Name_368,Gastroenterologist,21
H069,Hospital_69,Maharashtra,Ahmedabad,Private,1303,161,21,D0989,Dr_Name_989,Oncologist,7
H069,Hospital_69,Maharashtra,Ahmedabad,Private,1303,161,21,D1063,Dr_Name_1063,Pediatrician,27
H069,Hospital_69,Maharashtra,Ahmedabad,Private,1303,161,21,D1125,Dr_Name_1125,Gastroenterologist,14
H069,Hospital_69,Maharashtra,Ahmedabad,Private,1303,161,21,D1306,Dr_Name_1306,Pediatrician,4
H069,Hospital_69,Maharashtra,Ahmedabad,Private,1303,161,21,D1643,Dr_Name_1643,Pediatrician,2
H069,Hospital_69,Maharashtra,Ahmedabad,Private,1303,161,21,D1915,Dr_Name_1915,Pediatrician,11
H069,Hospital_69,Maharashtra,Ahmedabad,Private,1303,161,21,D1933,Dr_Name_1933,Oncologist,20
H070,Hospital_70,Tamil Nadu,Bangalore,Government,1346,165,90,D0309,Dr_Name_309,Cardiologist,23
H070,Hospital_70,Tamil Nadu,Bangalore,Government,1346,165,90,D0683,Dr_Name_683,General Physician,18
H070,Hospital_70,Tamil Nadu,Bangalore,Government,1346,165,90,D0999,Dr_Name_999,Neurologist,13
H070,Hospital_70,Tamil Nadu,Bangalore,Government,1346,165,90,D1203,Dr_Name_1203,Neurologist,19
H070,Hospital_70,Tamil Nadu,Bangalore,Government,1346,165,90,D1356,Dr_Name_1356,General Physician,8
H070,Hospital_70,Tamil Nadu,Bangalore,Government,1346,165,90,D1378,Dr_Name_1378,Oncologist,6
H070,Hospital_70,Tamil Nadu,Bangalore,Government,1346,165,90,D1828,Dr_Name_1828,Pulmonologist,21
H070,Hospital_70,Tamil Nadu,Bangalore,Government,1346,165,90,D1943,Dr_Name_1943,Pediatrician,27
H070,Hospital_70,Tamil Nadu,Bangalore,Government,1346,165,90,D1953,Dr_Name_1953,Orthopedic Surgeon,20
H070,Hospital_70,Tamil Nadu,Bangalore,Government,1346,165,90,D1981,Dr_Name_1981,General Physician,1
H070,Hospital_70,Tamil Nadu,Bangalore,Government,1346,165,90,D1996,Dr_Name_1996,Pediatrician,8
H071,Hospital_71,Delhi,Chennai,Private,861,126,130,D0180,Dr_Name_180,Cardiologist,15
H071,Hospital_71,Delhi,Chennai,Private,861,126,130,D1254,Dr_Name_1254,General Physician,8
H071,Hospital_71,Delhi,Chennai,Private,861,126,130,D1853,Dr_Name_1853,Orthopedic Surgeon,18
H072,Hospital_72,Delhi,Noida,Government,541,17,48,D0098,Dr_Name_98,Orthopedic Surgeon,27
H072,Hospital_72,Delhi,Noida,Government,541,17,48,D0230,Dr_Name_230,Pulmonologist,17
H072,Hospital_72,Delhi,Noida,Government,541,17,48,D0442,Dr_Name_442,Pediatrician,17
H072,Hospital_72,Delhi,Noida,Government,541,17,48,D0543,Dr_Name_543,General Physician,17
H072,Hospital_72,Delhi,Noida,Government,541,17,48,D0603,Dr_Name_603,Oncologist,27
H072,Hospital_72,Delhi,Noida,Government,541,17,48,D0774,Dr_Name_774,General Physician,25
H072,Hospital_72,Delhi,Noida,Government,541,17,48,D0811,Dr_Name_811,Pulmonologist,29
H072,Hospital_72,Delhi,Noida,Government,541,17,48,D0814,Dr_Name_814,Pulmonologist,18
H072,Hospital_72,Delhi,Noida,Government,541,17,48,D0880,Dr_Name_880,Cardiologist,25
H072,Hospital_72,Delhi,Noida,Government,541,17,48,D1114,Dr_Name_1114,Oncologist,29
H072,Hospital_72,Delhi,Noida,Government,541,17,48,D1186,Dr_Name_1186,Cardiologist,6
H072,Hospital_72,Delhi,Noida,Government,541,17,48,D1288,Dr_Name_1288,Oncologist,26
H072,Hospital_72,Delhi,Noida,Government,541,17,48,D1793,Dr_Name_1793,Cardiologist,6
H073,Hospital_73,Telangana,Noida,Private,868,131,29,D0378,Dr_Name_378,Neurologist,11
H073,Hospital_73,Telangana,Noida,Private,868,131,29,D0517,Dr_Name_517,Pediatrician,13
H073,Hospital_73,Telangana,Noida,Private,868,131,29,D0579,Dr_Name_579,Neurologist,16
H073,Hospital_73,Telangana,Noida,Private,868,131,29,D0874,Dr_Name_874,Orthopedic Surgeon,20
H073,Hospital_73,Telangana,Noida,Private,868,131,29,D1133,Dr_Name_1133,General Physician,17
H073,Hospital_73,Telangana,Noida,Private,868,131,29,D1139,Dr_Name_1139,Pediatrician,20
H073,Hospital_73,Telangana,Noida,Private,868,131,29,D1352,Dr_Name_1352,Pediatrician,21
H073,Hospital_73,Telangana,Noida,Private,868,131,29,D1471,Dr_Name_1471,Pediatrician,2
H073,Hospital_73,Telangana,Noida,Private,868,131,29,D1543,Dr_Name_1543,Pediatrician,9
H073,Hospital_73,Telangana,Noida,Private,868,131,29,D1687,Dr_Name_1687,Gastroenterologist,21
H073,Hospital_73,Telangana,Noida,Private,868,131,29,D1983,Dr_Name_1983,Oncologist,4
H074,Hospital_74,Delhi,Noida,Government,1115,101,149,D0044,Dr_Name_44,Cardiologist,18
H074,Hospital_74,Delhi,Noida,Government,1115,101,149,D0075,Dr_Name_75,Neurologist,27
H074,Hospital_74,Delhi,Noida,Government,1115,101,149,D0253,Dr_Name_253,Cardiologist,11
H074,Hospital_74,Delhi,Noida,Government,1115,101,149,D0403,Dr_Name_403,General Physician,8
H074,Hospital_74,Delhi,Noida,Government,1115,101,149,D0550,Dr_Name_550,Pediatrician,15
H074,Hospital_74,Delhi,Noida,Government,1115,101,149,D0686,Dr_Name_686,Cardiologist,11
H074,Hospital_74,Delhi,Noida,Government,1115,101,149,D1179,Dr_Name_1179,Gastroenterologist,26
H074,Hospital_74,Delhi,Noida,Government,1115,101,149,D1250,Dr_Name_1250,Oncologist,16
H074,Hospital_74,Delhi,Noida,Government,1115,101,149,D1939,Dr_Name_1939,Gastroenterologist,28
H075,Hospital_75,Kerala,Hyderabad,Private,1448,173,17,D0140,Dr_Name_140,Neurologist,10
H075,Hospital_75,Kerala,Hyderabad,Private,1448,173,17,D0308,Dr_Name_308,General Physician,10
H075,Hospital_75,Kerala,Hyderabad,Private,1448,173,17,D0736,Dr_Name_736,General Physician,21
H075,Hospital_75,Kerala,Hyderabad,Private,1448,173,17,D1155,Dr_Name_1155,Orthopedic Surgeon,2
H075,Hospital_75,Kerala,Hyderabad,Private,1448,173,17,D1440,Dr_Name_1440,Cardiologist,13
H075,Hospital_75,Kerala,Hyderabad,Private,1448,173,17,D1826,Dr_Name_1826,Orthopedic Surgeon,29
H075,Hospital_75,Kerala,Hyderabad,Private,1448,173,17,D1910,Dr_Name_1910,Neurologist,13
H076,Hospital_76,Delhi,Mumbai,Government,615,99,29,D0061,Dr_Name_61,Pulmonologist,28
H076,Hospital_76,Delhi,Mumbai,Government,615,99,29,D0322,Dr_Name_322,Orthopedic Surgeon,4
H076,Hospital_76,Delhi,Mumbai,Government,615,99,29,D0593,Dr_Name_593,Oncologist,13
H076,Hospital_76,Delhi,Mumbai,Government,615,99,29,D0834,Dr_Name_834,Gastroenterologist,2
H076,Hospital_76,Delhi,Mumbai,Government,615,99,29,D0938,Dr_Name_938,Pulmonologist,5
H076,Hospital_76,Delhi,Mumbai,Government,615,99,29,D1023,Dr_Name_1023,Gastroenterologist,5
H076,Hospital_76,Delhi,Mumbai,Government,615,99,29,D1113,Dr_Name_1113,Oncologist,25
H076,Hospital_76,Delhi,Mumbai,Government,615,99,29,D1163,Dr_Name_1163,Cardiologist,25
